사용자 활동,20:52:25,123.123.123.123,,,,사용자 차단 규칙 삭제 - 123.123.123.123:(TCP)
사용자 활동,20:52:22,123.123.123.123,,,,사용자 차단 규칙 추가 - 123.123.123.123:(TCP)
